Designation,ra,dec,type,confidence,variability_snr,W1_amp,W2_amp,n_obs,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,W1emag,W2emag,W3emag,W4emag,Jemag,Hemag,Kemag,Gmag,Gemag,BPmag,BPemag,RPmag,RPemag,period1,period2,period_significance,suspect_period,known_extragalactic,simbad_type,Plx,e_Plx,A0,AG,E(BP-RP),G_absmag,blended_source?,latent_artifact?,cluster_id
VarWISE J005638.32+313643.1,14.15969,31.612,cep,0.9597,5.581,0.086,0.097,253,11.488,11.484,11.34,8.93,11.98,11.62,11.53,0.02,0.02,0.14,,0.02,0.02,0.02,12.978005,0.00318,13.213284,0.005597,12.584318,0.006755,2.94645,5.98955,14.296,False,False,RSCVnV*,0.5138,0.0163,,,,,0.04,0.17,156220987678451912
VarWISE J015028.29+363449.0,27.6179,36.5803,cep,0.893,7.515,0.083,0.094,263,8.33,8.372,8.28,8.39,9.15,8.54,8.4,0.02,0.02,0.02,0.28,0.02,0.03,0.02,10.943238,0.004533,11.561581,0.012697,10.189182,0.011743,8.6952,17.389,12.757,False,False,Variable*,0.9048,0.0213,0.7565,0.5889,0.3116,0.90056515,0.04,0.18,171141419355350709
VarWISE J020100.57+442619.6,30.25241,44.4388,cep,0.9314,5.621,0.096,0.108,294,11.927,11.914,11.86,9.06,12.43,12.1,12.05,0.02,0.02,0.26,,0.02,0.02,0.02,13.172712,0.003325,13.34098,0.005006,12.872542,0.008758,1.830225,3.66045,14.448,False,False,RSCVnV*,0.5812,0.0154,1.0045,0.9346,0.5003,2.0493135,0.04,0.07,173112186188002236
VarWISE J014457.74+404444.8,26.24062,40.7458,cep,0.8085,11.288,0.163,0.131,239,10.991,10.909,10.93,8.91,11.94,11.3,11.12,0.02,0.02,0.12,0.43,0.02,0.02,0.02,14.052557,0.009007,14.796176,0.027407,13.246148,0.021569,8.1105,12.4437,14.153,False,False,RSCVnV*,1.0212,0.0209,1.478,1.1503,0.6231,3.9767056,0.04,0.13,173392988096398334
VarWISE J015256.53+474416.4,28.23556,47.7379,cep,0.961,5.219,0.074,0.087,294,10.915,10.927,10.89,8.71,11.47,11.1,11.01,0.02,0.02,0.11,,0.02,0.03,0.02,12.57612,0.003154,12.892289,0.004804,12.090075,0.006605,4.154575,2.077325,17.553,False,False,EclBin,0.6358,0.0253,0.7423,0.6445,0.3481,2.0654163,0.04,0.15,178459872382579420
VarWISE J020338.01+533204.2,30.90841,53.5345,cep,0.991,5.685,0.082,0.08,305,11.048,11.065,11.17,8.88,11.06,11.09,11.07,0.02,0.02,0.13,,0.02,0.02,0.02,11.171512,0.003465,11.206515,0.006844,11.07067,0.008155,2.167575,4.33495,21.23,False,False,EclBin,0.7721,0.0216,0.6076,0.5882,0.3157,0.72704697,0.04,0.09,179867695687503983
VarWISE J004435.67+313440.7,11.14866,31.578,cep,0.9624,6.573,0.075,0.086,302,9.97,9.986,9.93,8.65,10.63,10.12,9.98,0.02,0.02,0.05,,0.02,0.02,0.02,12.295043,0.003471,12.844963,0.00731,11.590853,0.006975,1.729,3.457975,23.636,False,False,EclBin,0.999,0.0151,0.3559,0.2798,0.1481,2.4596176,0.04,0.05,180145855536884252
VarWISE J005445.43+335721.6,13.68931,33.956,cep,0.9975,9.501,0.107,0.125,267,9.442,9.441,9.32,8.83,9.99,9.65,9.59,0.02,0.02,0.03,0.34,0.02,0.02,0.02,10.791063,0.003596,10.963087,0.005962,10.475264,0.009523,3.991425,7.9829,24.268,False,False,Variable*,1.2,0.022,,,,,0.04,0.03,181272181685652792
VarWISE J005934.47+452424.1,14.89366,45.4067,cep,0.9999,11.44,0.156,0.15,278,9.849,9.835,9.81,9.2,10.23,9.94,9.85,0.02,0.02,0.04,0.45,0.02,0.02,0.02,11.54578,0.011021,11.897889,0.038796,10.957194,0.023294,3.20075,6.40145,56.562,False,False,ClassicalCep,0.1775,0.0211,,,,,0.04,0.19,188872208121515501
VarWISE J001742.37+454454.2,4.42657,45.7484,cep,0.8034,13.004,0.175,0.19,300,10.973,10.962,10.78,9.41,11.56,11.13,11.0,0.02,0.02,0.08,,0.02,0.02,0.02,12.717948,0.005019,12.979983,0.012816,12.333926,0.022978,5.5877,11.1755,35.313,False,False,EclBin,0.5368,0.0169,0.6158,0.5453,0.2941,1.9055529,0.04,0.27,192811101707485332
VarWISE J000834.66+470431.7,2.14442,47.0755,cep,0.9372,6.852,0.08,0.089,352,9.609,9.6,9.54,8.59,9.91,9.73,9.66,0.02,0.02,0.04,,0.02,0.02,0.02,10.451709,0.002859,10.559037,0.00325,10.24029,0.004573,2.602,3.9311,15.536,False,False,SB*,1.8727,0.0182,0.6919,0.6505,0.3477,1.7915964,0.04,0.37,196469893515087037
VarWISE J000450.80+501405.6,1.2117,50.2349,cep,0.9998,16.141,0.217,0.212,307,9.595,9.542,9.4,9.12,10.14,9.75,9.62,0.02,0.02,0.03,0.5,0.02,0.02,0.02,11.28945,0.006247,11.627037,0.02103,10.728611,0.0142,9.1511,18.3035,35.566,False,False,Type2Cep,0.1805,0.0204,0.1386,0.1124,0.0613,-1.5073633,0.04,0.14,196751212010672466
VarWISE J005437.21+490057.9,13.65506,49.0161,cep,0.8845,5.893,0.064,0.071,303,9.465,9.454,9.4,9.11,10.04,9.65,9.56,0.02,0.02,0.03,0.48,0.02,0.02,0.02,11.795602,0.004088,11.775934,0.009629,10.776507,0.009543,1.839,0.9195,18.247,False,False,,1.3474,0.0325,,,,,0.04,0.05,200975424317440239
VarWISE J010654.20+510133.2,16.72586,51.0259,cep,0.9765,6.782,0.099,0.107,298,11.385,11.455,11.4,9.21,12.47,11.69,11.51,0.02,0.02,0.16,0.45,0.02,0.02,0.02,14.466616,0.004258,15.238131,0.010764,13.60475,0.009924,20.0075,40.02,15.655,False,False,Type2Cep,0.085,0.0236,1.1773,0.8944,0.4748,1.068676,0.04,0.04,202101839419011693
VarWISE J010452.99+531200.0,16.22083,53.2,cep,0.9735,9.288,0.134,0.129,264,10.564,10.534,10.24,8.77,11.33,10.8,10.63,0.02,0.02,0.07,,0.02,0.02,0.02,13.131874,0.004318,13.613412,0.008702,12.440905,0.011482,9.81025,19.6205,18.125,False,False,RSCVnV*,0.4442,0.0179,2.8332,2.5221,1.3787,1.6371708,0.04,0.05,202383229653982592
VarWISE J014325.20+492414.0,25.85501,49.4039,cep,0.8313,7.55,0.106,0.096,317,10.991,10.822,10.71,8.37,11.65,11.25,11.11,0.02,0.02,0.09,,0.02,0.02,0.02,12.795337,0.003121,13.053963,0.004412,12.356208,0.006827,4.18965,8.37915,15.765,False,False,RSCVnV*,0.4128,0.0209,0.1698,0.1473,0.0808,-0.2794323,0.04,0.03,202666320981275081
VarWISE J015131.39+514402.0,27.88083,51.7339,cep,0.9241,6.06,0.085,0.084,298,10.994,10.974,11.04,8.86,11.52,11.12,11.04,0.02,0.02,0.13,,0.02,0.03,0.02,12.969576,0.003775,13.418227,0.008918,12.353317,0.008394,1.1388,3.416425,22.004,False,False,RSCVnV*,0.697,0.0228,0.7683,0.6357,0.3445,2.760662,0.04,0.06,203792560760936133
VarWISE J015710.67+541517.2,29.29448,54.2548,cep,0.9346,5.21,0.076,0.099,298,11.501,11.488,11.24,8.97,12.02,11.74,11.58,0.02,0.02,0.15,0.43,0.02,0.03,0.03,13.048691,0.002904,13.30899,0.003498,12.621191,0.005402,2.37315,1.186575,19.29,False,False,,0.8581,0.0137,,,,,0.04,0.3,204074272917124171
VarWISE J014249.74+552130.9,25.70726,55.3586,cep,1.0,15.594,0.225,0.207,304,10.302,10.282,10.06,8.62,11.05,10.58,10.47,0.02,0.02,0.05,,0.02,0.02,0.02,12.656609,0.005406,13.201019,0.016442,11.949549,0.013531,10.9027,21.8035,22.304,False,False,Type2Cep,0.1773,0.0124,1.2478,1.0144,0.5455,0.15578651,0.04,0.18,204636621038242094
VarWISE J012536.34+562554.1,21.40144,56.4317,cep,0.9701,13.774,0.188,0.195,315,10.7,10.677,10.51,8.79,11.71,11.0,10.78,0.02,0.02,0.08,,0.03,0.03,0.02,14.1245,0.004553,15.041329,0.011716,13.169928,0.011654,2.717925,5.43585,35.698,False,False,EclBin,0.48,0.0174,2.1177,1.5914,0.854,2.637002,0.04,0.37,206043273511640899
VarWISE J013218.16+562957.8,23.07569,56.4994,cep,0.9975,5.866,0.079,0.075,330,9.945,9.911,9.87,9.16,10.54,10.21,10.06,0.02,0.02,0.05,,0.02,0.03,0.02,12.046679,0.004725,12.530597,0.015086,11.370559,0.009829,0.87455,1.74905,38.031,False,False,ClassicalCep,0.2843,0.0183,2.9765,2.6386,1.4464,-0.03566742,0.04,0.09,206325029389278366
VarWISE J005348.12+525614.2,13.45054,52.9373,cep,0.9157,12.45,0.168,0.17,329,9.972,9.991,10.0,8.75,10.74,10.19,10.05,0.02,0.02,0.04,,0.02,0.02,0.02,12.389187,0.006001,12.96113,0.019573,11.680077,0.014713,4.572975,9.14605,31.355,False,False,EclBin,0.4939,0.0122,0.8109,0.6504,0.3475,0.664134,0.04,0.07,208293739385694147
VarWISE J001842.79+540221.1,4.67833,54.0392,cep,1.0,35.449,0.568,0.467,363,10.937,10.853,10.53,9.35,11.42,10.98,10.83,0.02,0.02,0.06,,0.02,0.02,0.02,13.535321,0.01406,14.156708,0.045119,12.762167,0.040176,15.458,30.92,67.012,False,False,ClassicalCep,0.0322,0.0144,,,,,0.04,0.17,209699642538294456
VarWISE J001329.22+550432.1,3.37177,55.0756,cep,0.8271,6.017,0.117,0.135,356,12.166,12.13,11.93,9.36,12.97,12.43,12.27,0.02,0.02,0.18,,0.02,0.02,0.02,14.45598,0.003134,14.806099,0.004225,13.898235,0.006496,4.849825,9.69995,13.613,False,False,EclBin,0.2685,0.0199,1.9828,1.7872,0.9711,0.4111576,0.04,0.11,210262373297378364
VarWISE J002548.80+563237.6,6.45337,56.5438,cep,0.9592,6.123,0.071,0.068,367,9.628,9.628,9.33,8.33,10.31,9.86,9.69,0.02,0.02,0.03,0.22,0.02,0.03,0.02,11.459711,0.003029,11.721694,0.003917,11.016294,0.005986,8.269,16.537,19.531,False,False,SB*,0.6165,0.0174,,,,,0.04,0.34,210825840257473250
VarWISE J000240.71+582107.5,0.66964,58.3521,cep,0.9604,6.281,0.095,0.101,379,11.13,11.111,10.82,9.46,11.87,11.4,11.24,0.02,0.02,0.07,0.49,0.03,0.03,0.02,13.424071,0.00305,13.830909,0.003898,12.822824,0.006202,2.595025,5.1901,20.153,False,False,RSCVnV*,0.6391,0.0138,1.3335,1.1436,0.6207,2.775159,0.04,0.17,211106344873546815
VarWISE J000417.04+592620.0,1.07101,59.4389,cep,0.9915,13.439,0.334,0.514,386,12.86,12.789,13.09,9.65,13.4,13.21,13.12,0.02,0.03,,,0.03,0.03,0.03,14.844722,0.00277,15.279608,0.003201,14.219596,0.00388,40.085,347.5,23.275,False,False,,0.2633,0.0215,,,,,0.04,0.19,211387887193991627
VarWISE J005720.04+552619.6,14.33351,55.4388,cep,0.9999,20.083,0.34,0.348,316,11.657,11.686,12.51,9.56,12.22,11.93,11.75,0.02,0.02,0.26,,0.02,0.03,0.02,14.033802,0.009013,14.617325,0.031549,13.311046,0.0222,2.49945,4.998875,82.562,False,False,ClassicalCep,0.104,0.0199,,,,,0.04,0.05,211671587249014284
VarWISE J003358.51+575320.7,8.49383,57.8891,cep,0.9505,5.495,0.08,0.107,250,11.246,11.216,11.08,9.26,11.74,11.45,11.34,0.02,0.02,0.08,,0.02,0.03,0.02,12.542111,0.002964,12.741982,0.003736,12.18962,0.005657,3.669125,7.3382,16.192,False,False,EclBin,0.4498,0.0145,,,,,0.04,0.04,212233557463328341
VarWISE J004512.32+583003.9,11.30136,58.5011,cep,0.9998,9.02,0.106,0.106,334,8.345,8.277,8.18,7.25,9.56,8.89,8.6,0.02,0.02,0.02,0.07,0.02,0.04,0.02,12.12857,0.004981,13.222698,0.017183,11.083494,0.01206,6.90165,13.80365,15.72,False,False,ClassicalCep,0.174,0.013,,,,,0.04,0.11,212515503460372077
VarWISE J010139.97+603539.4,15.41656,60.5943,cep,0.9914,7.912,0.142,0.16,348,12.274,12.244,11.18,8.66,12.94,12.59,12.44,0.02,0.02,0.14,,0.02,0.03,0.03,14.836487,0.008877,15.45596,0.033247,14.044789,0.020392,1.62475,3.2495,29.79,False,False,ClassicalCep,0.0559,0.022,,,,,0.04,0.47,213079143846542505
VarWISE J004325.98+620848.1,10.85826,62.1467,cep,0.9995,10.367,0.149,0.15,399,11.151,11.048,10.6,8.67,12.7,11.72,11.34,0.02,0.02,0.13,0.37,0.03,0.03,0.02,16.253696,0.007363,17.931335,0.03325,15.008192,0.019416,2.841675,5.6835,44.062,False,False,ClassicalCep,0.1082,0.0382,6.8821,5.1574,2.912,4.744213,0.04,0.13,213641329044111365
VarWISE J001514.33+602025.7,3.80971,60.3405,cep,0.8508,6.08,0.075,0.074,387,8.281,8.248,8.26,7.94,8.71,8.44,8.33,0.02,0.02,0.02,0.13,0.02,0.02,0.02,10.275173,0.007113,10.75626,0.025747,9.638216,0.016292,1.093175,1.63975,39.569,False,False,ClassicalCep,0.7985,0.0119,,,,,0.04,0.15,214484571415414419
VarWISE J000145.94+622527.4,0.44142,62.4243,cep,0.9999,11.778,0.159,0.156,404,9.228,9.15,8.81,7.33,10.45,9.72,9.41,0.02,0.02,0.03,0.09,0.03,0.03,0.02,13.076919,0.008491,14.214911,0.032956,12.027595,0.021099,3.8785,7.75695,36.457,False,False,ClassicalCep,0.1961,0.0169,3.8571,2.9177,1.6078,0.98515606,0.04,0.07,214765481285137709
VarWISE J000241.76+615139.9,0.67404,61.8611,cep,1.0,10.922,0.138,0.136,407,8.61,8.549,8.55,8.28,9.57,8.91,8.7,0.02,0.02,0.02,0.16,0.02,0.05,0.02,12.162119,0.007363,13.156261,0.025533,11.175172,0.017316,4.305475,8.611,35.017,False,False,ClassicalCep,0.2435,0.0127,3.1218,2.4172,1.3294,-1.0124102,0.04,0.02,214765520308947757
VarWISE J000225.39+625049.5,0.60582,62.8471,cep,0.9947,11.748,0.167,0.164,400,11.233,11.188,11.17,9.42,12.23,11.59,11.37,0.02,0.02,0.09,0.45,0.03,0.03,0.02,14.410616,0.010628,15.257677,0.041446,13.487142,0.026746,2.81365,5.6273,59.827,False,False,ClassicalCep,0.046,0.0177,,,,,0.04,0.11,214765508866876585
VarWISE J001403.22+605910.6,3.51343,60.9863,cep,1.0,12.553,0.152,0.155,260,8.723,8.667,8.7,8.65,9.7,9.09,8.89,0.02,0.02,0.02,0.2,0.02,0.02,0.02,12.005281,0.008914,12.856811,0.035418,11.06405,0.022773,3.630325,7.2606,56.237,False,False,ClassicalCep,0.2518,0.0122,3.2804,2.6131,1.4402,-0.70906544,0.04,0.13,214765996681227609
VarWISE J001018.50+620422.4,2.57712,62.0729,cep,0.976,7.756,0.082,0.087,387,8.812,8.778,8.83,8.47,9.27,9.09,8.98,0.02,0.02,0.03,0.17,0.02,0.02,0.02,10.559505,0.003338,10.954437,0.006174,9.97099,0.006556,3.0537,6.1074,26.382,False,False,EclBin,0.3047,0.0121,0.6552,0.5504,0.3019,-1.958787,0.04,0.05,214765839596143335
VarWISE J002537.72+641347.6,6.40717,64.2299,cep,0.9997,9.727,0.107,0.112,367,8.446,8.389,8.42,8.15,9.4,8.84,8.62,0.02,0.02,0.02,0.2,0.03,0.03,0.02,11.649036,0.007879,12.51388,0.031238,10.685416,0.019969,3.024575,6.04955,15.477,False,False,ClassicalCep,0.3208,0.0137,2.921,2.2744,1.2503,-0.7114458,0.04,0.2,215329432116915877
VarWISE J003644.50+621627.1,9.18544,62.2742,cep,0.9999,11.061,0.141,0.151,395,8.218,8.156,8.12,8.06,9.3,8.67,8.35,0.02,0.02,0.02,0.15,0.03,0.06,0.03,11.796259,0.00595,12.783103,0.022886,10.786649,0.015108,6.2398,12.4804,26.472,False,False,ClassicalCep,0.2312,0.0127,,,,,0.04,0.18,215329898238327562
VarWISE J003228.67+634817.9,8.11949,63.805,cep,0.9994,11.583,0.153,0.17,404,11.368,11.225,11.1,8.52,13.05,12.09,11.63,0.02,0.02,0.1,,0.02,0.03,0.02,17.22085,0.009168,19.361057,0.066624,15.8558,0.02442,2.400175,4.800375,56.895,False,False,ClassicalCep,0.0479,0.0617,7.9799,5.5569,3.1609,6.486994,0.04,0.07,215329719409966910
VarWISE J002230.36+644839.2,5.62654,64.8109,cep,0.9995,12.355,0.154,0.158,393,8.356,8.269,8.19,8.1,9.82,8.9,8.59,0.02,0.02,0.02,0.19,0.03,0.03,0.02,13.036257,0.006807,14.555898,0.023735,11.853894,0.016792,9.53545,19.0725,30.511,False,False,ClassicalCep,0.203,0.0176,5.1019,3.7221,2.077,0.68240833,0.04,0.15,215329301153961971
VarWISE J000158.41+651445.2,0.49341,65.2459,cep,0.9996,12.197,0.178,0.184,410,10.838,10.733,10.99,9.77,12.23,11.36,11.02,0.02,0.02,0.07,,0.02,0.03,0.02,15.700815,0.007684,17.370064,0.034579,14.467801,0.019463,2.648925,5.2978,57.044,False,False,ClassicalCep,0.0861,0.0273,,,,,0.04,0.02,215891389916104437
VarWISE J025440.39+514928.9,43.66832,51.8247,cep,0.9994,33.863,0.575,0.774,300,10.705,9.989,5.57,3.74,11.67,11.24,11.05,0.02,0.02,0.01,0.02,0.03,0.03,0.02,13.50198,0.010941,14.077891,0.035688,12.772039,0.031095,11.959,118.5,20.034,False,False,Type2Cep,0.1201,0.0163,,,,,0.04,0.06,220120758113129273
VarWISE J034751.52+530021.2,56.96469,53.0059,cep,0.8663,7.006,0.111,0.117,300,11.517,11.455,11.63,9.13,13.01,12.09,11.74,0.02,0.02,0.26,,0.03,0.03,0.02,16.183096,0.003404,17.471554,0.009366,15.052898,0.008001,8.1074,16.9735,12.999,False,False,,0.3366,0.0451,5.6107,4.4011,2.4615,3.6373997,0.04,0.11,221811838739129621
VarWISE J035518.66+535542.5,58.82779,53.9285,cep,0.9998,11.431,0.127,0.141,285,9.554,9.344,9.31,8.41,11.65,10.47,9.89,0.02,0.02,0.04,,0.02,0.03,0.02,16.642279,0.00915,19.397837,0.048662,15.167947,0.025359,5.118,10.23555,45.558,False,False,ClassicalCep,0.0488,0.1005,9.1496,5.8614,3.402,6.260206,0.04,0.17,222093626292142347
VarWISE J034010.92+550740.0,55.04553,55.1278,cep,0.9981,7.728,0.104,0.098,306,10.597,10.483,10.61,8.6,12.17,11.25,10.85,0.02,0.02,0.08,,0.02,0.02,0.02,16.022953,0.005292,17.917788,0.023535,14.724328,0.012981,3.1233,6.24665,28.498,False,False,ClassicalCep,0.1565,0.0451,7.0105,5.0488,2.8709,4.051302,0.04,0.16,222374466704200242
VarWISE J033220.90+541602.9,53.08712,54.2675,cep,0.9502,7.269,0.089,0.104,264,10.141,10.096,10.33,9.1,10.6,10.35,10.24,0.02,0.02,0.07,,0.02,0.02,0.02,12.247554,0.003143,12.763268,0.005269,11.550465,0.006464,3.338775,6.67755,30.541,False,False,EclBin,0.5068,0.0139,,,,,0.04,0.4,222374138139210701
VarWISE J034208.86+560147.2,55.53692,56.0298,cep,0.9983,9.813,0.126,0.12,301,10.574,10.438,10.48,8.44,12.18,11.21,10.8,0.02,0.02,0.09,,0.02,0.02,0.02,16.047058,0.00599,17.92671,0.026571,14.749042,0.015139,2.381575,4.76315,31.275,False,False,RRLyrae,0.1283,0.0384,,,,,0.04,0.38,222656024124141302
VarWISE J031540.50+540317.2,48.91875,54.0548,cep,0.5872,11.699,0.255,0.378,310,12.56,12.43,11.93,9.15,13.08,12.65,12.3,0.02,0.03,0.26,,0.02,0.03,0.03,15.410665,0.002893,16.1916,0.005016,14.524816,0.00455,158.0,381.0,21.606,True,False,,0.2321,0.0346,3.8217,3.2219,1.7725,3.6932411,0.04,0.09,222936388767939612
VarWISE J032014.30+550656.8,50.0596,55.1158,cep,0.9985,9.002,0.108,0.104,295,8.641,8.547,8.35,7.08,9.94,9.17,8.84,0.02,0.02,0.02,0.1,0.02,0.03,0.02,13.255598,0.005751,14.764658,0.021385,12.060422,0.014716,4.410225,8.8205,28.767,False,False,ClassicalCep,0.2157,0.0153,5.3452,3.926,2.1964,0.9453068,0.04,0.07,223218055139119786
VarWISE J031454.53+555249.0,48.72723,55.8803,cep,0.9996,9.258,0.118,0.115,309,8.026,7.954,8.06,7.84,9.04,8.43,8.15,0.02,0.02,0.02,0.2,0.04,0.03,0.04,11.934156,0.006265,13.097757,0.02177,10.856768,0.015323,3.22045,6.44075,23.19,False,False,ClassicalCep,0.4433,0.0274,4.2354,3.2571,1.8064,0.43836117,0.04,0.11,223780781552907469
VarWISE J031457.36+562005.2,48.739,56.3348,cep,0.9992,13.915,0.161,0.172,302,9.483,9.394,9.39,8.64,10.79,9.95,9.69,0.02,0.02,0.04,,0.03,0.03,0.02,13.804615,0.011541,15.174897,0.049932,12.664991,0.03119,4.9887,9.97725,48.671,False,False,ClassicalCep,0.1753,0.0203,,,,,0.04,0.34,223780783532614412
VarWISE J032647.95+562409.3,51.69981,56.4026,cep,0.9998,11.496,0.138,0.139,277,10.048,9.934,10.03,8.35,11.56,10.7,10.31,0.02,0.02,0.05,,0.02,0.02,0.02,15.187573,0.008885,16.914808,0.035616,13.925505,0.0238,3.15835,6.3168,41.009,False,False,ClassicalCep,0.184,0.0308,,,,,0.04,0.06,224062755249135718
VarWISE J033725.67+571707.7,54.35697,57.2855,cep,0.9988,12.994,0.153,0.171,329,10.197,10.096,10.1,8.5,11.34,10.7,10.36,0.02,0.02,0.06,,0.02,0.03,0.02,14.916361,0.010092,16.464823,0.040117,13.710208,0.026369,2.944025,5.88815,44.213,False,False,ClassicalCep,0.1788,0.0239,,,,,0.04,0.05,224344676030021097
VarWISE J033549.01+570852.4,53.95424,57.1479,cep,0.9999,9.401,0.111,0.111,311,8.816,8.71,8.67,8.61,10.51,9.59,9.18,0.02,0.02,0.03,0.33,0.02,0.03,0.02,14.139172,0.004558,15.990846,0.016443,12.859262,0.010692,8.57505,17.1515,19.432,False,False,ClassicalCep,0.1082,0.0216,,,,,0.04,0.14,224344608451396425
VarWISE J033849.81+571322.4,54.70757,57.2229,cep,0.9987,6.038,0.08,0.082,312,10.408,10.31,10.24,9.16,11.66,10.94,10.62,0.02,0.02,0.07,,0.02,0.03,0.02,15.037447,0.004803,16.557114,0.018378,13.838609,0.011214,1.85795,3.715975,19.345,False,False,ClassicalCep,0.1665,0.0262,6.0305,4.5481,2.577,2.1003036,0.04,0.16,224344734850941019
VarWISE J032520.33+573144.7,51.33472,57.5291,cep,0.6713,11.108,0.185,0.194,272,11.845,11.624,11.82,8.77,13.48,12.6,12.11,0.02,0.02,,,0.02,0.03,0.02,17.371065,0.004205,19.413963,0.04932,16.048145,0.012779,9.2027,4.6017,14.4,False,False,EclBin,0.3776,0.1105,7.6971,5.5442,3.1774,4.4989586,0.04,0.18,224625643948930149
VarWISE J023003.76+564144.5,37.51568,56.6957,cep,0.9942,6.438,0.118,0.138,329,12.121,12.101,11.87,9.02,12.77,12.36,12.2,0.2,0.02,0.26,,0.03,0.03,0.02,14.276614,0.007507,14.777041,0.025036,13.604516,0.019306,2.167375,1.0837,25.453,False,False,RRLyrae,0.1283,0.0202,1.3707,1.1341,0.6276,0.87507534,0.04,0.26,228563975179408627
VarWISE J023352.56+570139.0,38.469,57.0275,cep,0.9999,10.772,0.133,0.144,309,8.384,8.332,8.32,8.36,9.26,8.76,8.56,0.08,0.02,0.02,0.28,0.02,0.02,0.02,11.226746,0.007668,11.971933,0.027467,10.348467,0.020844,3.6499,7.29995,33.566,False,False,ClassicalCep,0.2665,0.0193,2.3618,1.8927,1.0438,-2.594102,0.04,0.11,228845610093316092
VarWISE J021604.43+574441.6,34.01847,57.7449,cep,0.9759,6.15,0.066,0.071,301,8.141,8.108,8.14,8.07,8.27,8.22,8.15,0.02,0.02,0.02,0.22,0.02,0.05,0.02,8.985918,0.002989,9.164773,0.004297,8.644108,0.005373,9.8156,4.907625,13.079,False,False,Be*,0.4479,0.0193,1.6287,1.5453,0.8416,-2.2753162,0.04,0.11,229126338400021495
VarWISE J030633.81+573554.6,46.64089,57.5985,cep,0.6156,18.097,0.5,0.597,292,13.03,12.77,12.34,9.16,14.21,13.91,13.73,0.03,0.03,,,0.03,0.04,0.04,15.885276,0.003529,16.536058,0.00929,15.072767,0.008814,381.5,158.0,39.517,True,False,,0.1367,0.0388,3.3923,2.9258,1.6045,3.315134,0.04,0.04,229972881017467311
VarWISE J030552.38+565823.1,46.46825,56.9731,cep,0.9985,7.472,0.09,0.103,332,8.833,8.748,8.7,8.99,10.14,9.34,9.02,0.02,0.02,0.03,0.46,0.02,0.02,0.02,13.393393,0.004519,14.851592,0.012491,12.220616,0.010456,9.2581,18.5165,14.909,False,False,ClassicalCep,0.1963,0.0439,5.0267,3.7171,2.0723,-0.3754444,0.04,0.06,229972852059998749
VarWISE J030724.51+574502.1,46.85213,57.7506,cep,0.9101,30.188,0.444,0.596,292,11.045,10.838,10.99,9.1,11.98,11.71,11.58,0.02,0.02,0.14,,0.02,0.02,0.02,13.594674,0.00415,14.194101,0.006595,12.823006,0.013529,387.5,568.0,43.861,True,False,,0.2777,0.0164,3.4961,3.0952,1.7037,1.24471,0.04,0.04,229972916450945982
VarWISE J024805.60+575604.1,42.02335,57.9345,cep,0.9977,10.524,0.135,0.129,294,10.414,10.348,10.27,8.6,11.57,10.91,10.67,0.02,0.02,0.08,,0.02,0.03,0.02,14.016518,0.009071,15.058473,0.037566,13.005278,0.023888,2.7989,5.59775,49.933,False,False,ClassicalCep,0.1181,0.0171,3.6315,2.7657,1.5215,1.5808,0.04,0.1,230253581289448591
VarWISE J025204.04+584254.3,43.01684,58.7151,cep,0.9983,8.207,0.109,0.101,321,9.824,9.719,9.65,8.85,11.15,10.35,10.03,0.02,0.02,0.04,,0.02,0.02,0.02,14.514477,0.005301,16.013887,0.023649,13.329068,0.013279,3.96895,7.9376,25.066,False,False,ClassicalCep,0.1559,0.0218,,,,,0.04,0.11,230253747971081745
VarWISE J025041.73+580549.2,42.67391,58.097,cep,0.9183,8.502,0.103,0.089,301,9.005,8.798,8.54,8.15,10.0,9.53,9.31,0.02,0.02,0.02,0.21,0.02,0.02,0.02,11.608343,0.002991,12.100003,0.004091,10.931627,0.005677,3.688125,7.3761,13.522,False,False,,1.5011,0.0394,,,,,0.04,0.05,230253690442014262
VarWISE J030046.77+592030.4,45.1949,59.3418,cep,0.9985,12.469,0.144,0.151,311,10.181,10.089,9.95,8.84,11.64,10.82,10.52,0.02,0.02,0.06,,0.02,0.02,0.02,14.580866,0.009088,15.936848,0.036072,13.454827,0.029577,2.805525,5.61095,64.074,False,False,ClassicalCep,0.1073,0.0218,,,,,0.04,0.08,230535588355550614
VarWISE J025823.35+591242.1,44.59732,59.2117,cep,0.914,7.187,0.086,0.076,342,8.662,8.66,8.74,8.36,8.77,8.79,8.7,0.02,0.02,0.03,0.3,0.02,0.04,0.02,9.275359,0.00346,9.413631,0.006277,9.00668,0.008406,1.30765,2.615275,44.03,False,False,PulsV*,2.6513,0.0245,1.125,1.0644,0.573,1.3137474,0.04,0.15,230535488094909099
VarWISE J031404.38+581142.7,48.51827,58.1952,cep,0.9982,11.085,0.123,0.138,208,8.608,8.463,8.48,8.74,10.23,9.3,8.86,0.02,0.02,0.03,0.35,0.02,0.03,0.02,14.269044,0.008178,16.218925,0.034983,12.941978,0.021168,2.9398,5.8798,25.805,False,False,ClassicalCep,0.3911,0.0264,7.5177,5.4499,3.1068,2.9988785,0.04,0.08,230817620923046496
