Designation,ra,dec,type,confidence,variability_snr,W1_amp,W2_amp,n_obs,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,W1emag,W2emag,W3emag,W4emag,Jemag,Hemag,Kemag,Gmag,Gemag,BPmag,BPemag,RPmag,RPemag,period1,period2,period_significance,suspect_period,known_extragalactic,simbad_type,Plx,e_Plx,A0,AG,E(BP-RP),G_absmag,blended_source?,latent_artifact?,cluster_id
VarWISE J172352.26-093211.4,260.96776,-9.5365,cep,0.9991,17.831,0.276,0.249,238,10.886,10.879,10.7,8.98,11.99,11.38,11.1,0.03,0.02,0.11,,0.02,0.02,0.02,14.25741,0.006294,15.180338,0.020765,13.298368,0.015676,22.9915,34.49,30.674,False,False,Type2Cep,0.1042,0.0198,2.2946,1.746,0.9489,1.9085598,0.04,0.05,2083521560744767525
VarWISE J172355.96-074329.6,260.9832,-7.7249,cep,0.9994,10.365,0.315,0.355,249,13.325,13.278,12.02,8.72,14.41,13.88,13.72,0.03,0.03,,,0.04,0.04,0.05,16.462753,0.009443,17.236948,0.036047,15.57293,0.027255,2.8037,5.6073,28.949,False,False,PulsV*,-0.065,0.0546,3.3297,2.7614,1.5047,4.5340424,0.04,0.05,2083803038305151329
VarWISE J175800.61-055229.6,269.50256,-5.8749,cep,0.9374,6.937,0.109,0.107,276,11.568,11.531,11.63,8.8,12.52,11.91,11.7,0.02,0.02,0.29,,0.02,0.02,0.02,15.061831,0.003889,16.08856,0.010665,14.059767,0.008343,7.5238,15.0475,12.77,False,False,Variable*,0.1073,0.0297,3.3689,2.5973,1.4303,3.0392323,0.04,0.06,2086056267420180765
VarWISE J174158.28-053958.3,265.49287,-5.6662,cep,0.9989,7.979,0.183,0.218,285,13.036,13.005,11.88,8.76,13.7,13.22,13.06,0.02,0.03,,,0.02,0.02,0.03,16.035795,0.012686,16.753712,0.059804,15.072778,0.037009,1.13715,2.274375,35.217,False,False,RRLyrae,0.132,0.0444,2.8821,2.2572,1.2562,4.040599,0.04,0.42,2088025919557900534
VarWISE J175437.60-033310.0,268.65669,-3.5528,cep,0.9989,12.001,0.357,0.405,238,13.193,13.154,12.15,8.8,14.46,13.9,13.72,0.03,0.03,,,0.04,0.04,0.05,16.375118,0.013866,17.248526,0.049632,15.432669,0.043182,7.3696,14.73805,20.255,False,False,ClassicalCep,-0.0143,0.057,,,,,0.04,0.04,2088589400308860520
VarWISE J180050.40-015246.5,270.21002,-1.8796,cep,1.0,35.318,0.607,0.498,275,10.15,10.066,10.09,8.33,10.98,10.41,10.2,0.02,0.02,0.07,,0.02,0.02,0.02,13.318966,0.015102,14.099438,0.049406,12.392289,0.041907,15.1055,30.205,37.675,False,False,Type2Cep,0.1755,0.0158,,,,,0.04,0.07,2089434085839471884
VarWISE J194259.22-133136.8,295.74676,-13.5269,cep,0.9568,6.512,0.098,0.104,260,11.388,11.349,11.48,8.82,12.18,11.66,11.52,0.02,0.02,0.24,,0.02,0.02,0.03,13.701804,0.004214,14.18636,0.009258,13.039285,0.012665,3.441475,6.88305,14.457,False,False,Variable*,0.4111,0.0168,1.1048,0.9159,0.4969,2.35221,0.04,0.08,2091690170017369093
VarWISE J192429.10-153407.3,291.12129,-15.5687,cep,0.8733,8.307,0.103,0.098,237,10.574,10.562,10.42,8.5,11.27,10.88,10.76,0.02,0.02,0.08,,0.02,0.02,0.02,12.284957,0.003528,12.560874,0.006057,11.828533,0.00812,2.331525,4.662925,18.75,False,False,Variable*,0.8936,0.0146,1.5892,1.4494,0.7815,2.2349386,0.04,0.03,2092252343940684743
VarWISE J192604.78-105430.9,291.51995,-10.9086,cep,0.9996,18.527,0.261,0.258,258,10.024,10.003,9.96,8.36,10.5,10.16,10.06,0.02,0.02,0.06,,0.02,0.02,0.02,11.77943,0.014896,12.121656,0.053048,11.213834,0.037499,1.624525,3.249,97.094,False,False,Type2Cep,0.44,0.0219,0.5114,0.4329,0.2338,0.4566269,0.04,0.11,2093941260674885054
VarWISE J194924.02-115645.2,297.3501,-11.9459,cep,0.9952,7.477,0.234,0.305,228,13.483,13.487,12.4,8.34,13.78,13.48,13.36,0.03,0.04,,,0.03,0.02,0.04,15.208521,0.010792,15.560609,0.038413,14.650135,0.025558,1.854175,3.7084,22.671,False,False,ClassicalCep,0.0005,0.0298,0.9103,0.7823,0.4262,2.4799614,0.04,0.05,2094786663750274627
VarWISE J194411.11-111927.1,296.04632,-11.3242,cep,0.9826,40.446,0.449,0.321,241,8.125,7.976,7.75,7.51,9.24,8.75,8.65,0.02,0.02,0.02,0.16,0.03,0.02,0.02,10.48984,0.012016,11.094049,0.041244,9.752215,0.037445,345.5,314.5,15.37,True,False,EclBin,0.2459,0.0191,0.7945,0.6208,0.3349,-2.278328,0.04,0.03,2096475294852412922
VarWISE J193313.04-100015.8,293.30435,-10.0044,cep,0.9992,6.637,0.206,0.27,264,13.572,13.539,12.02,8.48,14.16,13.7,13.63,0.02,0.03,,,0.03,0.02,0.04,15.638041,0.010347,16.09908,0.036889,14.994967,0.025561,1.464375,2.9288,16.698,False,False,Type2Cep,0.1434,0.0441,0.9826,0.8118,0.448,3.9609642,0.04,0.04,2097037784791335532
VarWISE J191724.16-090451.5,289.35069,-9.081,cep,1.0,20.233,0.301,0.313,241,10.921,10.916,11.05,8.62,11.44,11.2,11.11,0.02,0.02,0.14,,0.03,0.03,0.02,13.098132,0.022796,13.587235,0.098175,12.427724,0.060144,2.9053,5.81065,85.433,False,False,ClassicalCep,0.2731,0.0246,,,,,0.04,0.07,2100696296184553050
VarWISE J190412.63-083817.5,286.05265,-8.6382,cep,0.9967,10.345,0.158,0.146,196,11.179,11.188,11.18,8.56,12.04,11.55,11.37,0.02,0.02,0.28,,0.02,0.02,0.02,13.742464,0.006911,14.382766,0.023112,12.970359,0.016641,9.3867,18.777,17.778,False,False,Type2Cep,0.0752,0.0185,,,,,0.04,0.17,2102103117755518222
VarWISE J190740.16-075243.6,286.91736,-7.8788,cep,0.8156,5.985,0.203,0.366,257,13.744,13.859,12.13,9.03,14.08,13.79,13.69,0.04,0.06,,,0.03,0.04,0.04,15.83417,0.013425,16.27422,0.053054,15.131275,0.034853,1.124075,2.248175,14.232,False,False,Type2Cep,0.018,0.0476,1.2272,1.0076,0.5561,4.2925463,0.04,0.1,2102103262828097380
VarWISE J190502.95-065058.5,286.26233,-6.8496,cep,0.9993,18.38,0.305,0.3,195,11.308,11.327,11.91,8.5,11.81,11.52,11.42,0.02,0.02,0.52,,0.03,0.02,0.03,13.401626,0.018762,13.861395,0.06887,12.761148,0.045321,1.6683,3.336625,57.834,False,False,Type2Cep,0.2383,0.0162,,,,,0.04,0.03,2102666102873966384
VarWISE J193507.75-064437.6,293.78231,-6.7438,cep,0.9739,5.752,0.083,0.088,257,11.156,11.144,11.03,8.84,11.77,11.41,11.29,0.02,0.02,0.14,,0.02,0.02,0.02,12.993004,0.002957,13.325675,0.003633,12.480618,0.00543,2.726525,1.36325,20.058,False,False,,0.9662,0.0148,1.2733,1.1208,0.6037,3.1842337,0.04,0.08,2103511789450740493
VarWISE J192011.58-025648.8,290.04827,-2.9469,cep,0.8892,5.513,0.066,0.078,236,10.701,10.697,10.94,8.42,11.44,11.01,10.86,0.02,0.02,0.13,,0.03,0.02,0.02,13.146205,0.00301,13.674922,0.003977,12.440319,0.006656,3.81295,1.906475,15.369,False,False,Variable*,0.7522,0.0164,,,,,0.04,0.04,2106325912756563645
VarWISE J192827.72-030152.6,292.11551,-3.0313,cep,0.9735,7.205,0.096,0.107,262,9.877,9.924,9.89,8.56,10.9,10.24,10.0,0.02,0.02,0.05,,0.03,0.03,0.02,13.098558,0.005298,13.951077,0.014919,12.191811,0.013197,4.959425,9.91925,12.727,False,False,,0.5122,0.0165,1.4391,1.0755,0.5691,1.999587,0.04,0.06,2106607734551884297
VarWISE J200242.48-033634.5,300.67701,-3.6096,cep,0.9974,9.778,0.155,0.169,265,11.958,11.929,11.93,8.98,12.64,12.26,12.2,0.02,0.02,0.31,,0.03,0.03,0.03,14.189469,0.008144,14.746129,0.02265,13.501829,0.019872,1.21015,2.4203,58.304,False,False,ClassicalCep,0.1102,0.0203,3.0829,2.7236,1.4936,1.3727837,0.04,0.09,2110831295583897760
VarWISE J195632.50-025305.6,299.13545,-2.8849,cep,0.9138,7.557,0.093,0.093,263,8.242,8.298,8.16,8.18,9.33,8.58,8.39,0.02,0.02,0.02,0.29,0.03,0.05,0.03,11.65055,0.004052,12.580793,0.010519,10.703047,0.00865,6.65245,13.30285,12.664,False,False,Variable*,1.0044,0.0212,,,,,0.04,0.11,2117023486450740305
VarWISE J200032.24+013050.0,300.13437,1.5139,cep,0.9415,7.506,0.1,0.091,243,10.067,10.024,9.9,8.76,10.81,10.25,10.1,0.02,0.02,0.05,,0.02,0.03,0.03,12.574108,0.003578,13.110993,0.007364,11.871346,0.007849,7.27205,14.54275,16.21,False,False,EclBin,0.4015,0.0666,1.1595,0.9459,0.5096,1.8125811,0.04,0.2,2118712503898570876
VarWISE J195840.45+021938.6,299.66857,2.3274,cep,0.9871,5.092,0.06,0.07,300,9.767,9.754,9.72,8.39,10.18,9.93,9.85,0.02,0.02,0.06,0.35,0.02,0.02,0.02,10.970511,0.002895,11.126946,0.003173,10.648643,0.004514,3.7116,1.85585,16.59,False,False,,1.4243,0.0507,,,,,0.04,0.02,2120401275610554550
VarWISE J194842.32+030653.2,297.17634,3.1148,cep,0.9981,6.293,0.08,0.077,275,9.557,9.532,9.58,8.7,10.05,9.77,9.67,0.02,0.02,0.04,0.46,0.02,0.02,0.02,10.843747,0.002907,10.993269,0.003475,10.551779,0.005223,1.75325,3.506525,20.718,False,False,,1.7149,0.0161,0.9677,0.9026,0.4841,1.8906527,0.04,0.12,2120682332448702964
VarWISE J200637.44+035146.0,301.65602,3.8628,cep,0.5324,13.107,0.091,0.171,282,8.44,8.387,8.39,8.18,9.07,8.75,8.64,0.02,0.02,0.02,0.36,0.03,0.04,0.02,10.187288,0.005311,10.533153,0.017564,9.651493,0.011409,388.5,771.0,17.978,True,False,LongPeriodV*,0.1788,0.019,,,,,0.04,0.35,2123497833784747196
VarWISE J201043.74+040107.3,302.68227,4.0187,cep,0.8632,5.363,0.07,0.077,295,10.673,10.685,10.65,8.6,11.53,11.0,10.82,0.02,0.02,0.11,0.44,0.02,0.02,0.02,13.247724,0.003301,13.850565,0.006976,12.498125,0.006765,2.645425,1.322725,14.112,False,False,RSCVnV*,0.8969,0.0145,0.7555,0.5916,0.3149,3.1969366,0.04,0.02,2123779480946024101
VarWISE J201037.06+060645.3,302.65443,6.1126,cep,0.9999,6.199,0.241,0.363,304,13.855,13.9,12.31,8.63,14.48,14.11,14.08,0.03,0.04,,,0.04,0.04,0.05,15.417914,0.012854,15.730122,0.044791,14.880449,0.029359,1.352875,2.705725,22.392,False,False,Type2Cep,0.0962,0.0315,0.7254,0.6178,0.337,3.1324148,0.04,0.14,2124623901195291866
VarWISE J184204.85-081342.9,280.52022,-8.2286,cep,0.9989,17.289,0.157,0.218,168,8.122,8.089,8.17,8.17,9.51,8.86,8.52,0.02,0.02,0.04,0.35,0.02,0.05,0.02,12.640062,0.01484,14.19154,0.059583,11.462276,0.040603,23.3655,46.75,33.96,False,False,ClassicalCep,0.0564,0.0217,4.3121,3.0707,1.7196,-0.06830406,0.04,0.06,2125746087599734030
VarWISE J183959.76-071904.4,279.999,-7.3179,cep,0.9995,23.98,0.316,0.35,140,8.384,8.379,8.4,8.47,10.81,9.35,8.69,0.02,0.02,0.04,,0.02,0.02,0.02,16.688602,0.009396,20.937887,0.1518,15.063251,0.028658,26.6975,53.39,42.615,False,False,ClassicalCep,0.0319,0.1155,9.9998,5.9192,3.4809,1.3420162,0.04,0.14,2126308950110296443
VarWISE J184434.71-055621.1,281.14465,-5.9392,cep,0.8898,13.863,0.166,0.162,181,8.187,8.114,8.18,8.86,8.64,8.4,8.22,0.02,0.02,0.04,,0.02,0.04,0.02,10.715073,0.005708,11.549431,0.015256,9.811608,0.016235,2.16615,4.33225,25.296,False,False,,0.1848,0.0152,4.6881,4.0275,2.2368,-1.4568119,0.04,0.21,2126590617303557024
VarWISE J185845.83-055704.6,284.69098,-5.9513,cep,1.0,33.357,0.536,0.45,230,10.766,10.705,10.67,8.56,11.27,10.76,10.54,0.02,0.02,0.12,,0.02,0.02,0.02,13.77363,0.01979,14.580135,0.069458,12.88148,0.058691,15.3445,28.2965,29.544,False,False,Type2Cep,0.0768,0.0178,0.5964,0.45,0.2393,0.20203018,0.04,0.1,2126872687233901593
VarWISE J185659.51-024121.4,284.24799,-2.6893,cep,0.9985,8.098,0.092,0.097,251,8.253,8.211,8.34,8.46,8.61,8.45,8.3,0.02,0.02,0.03,,0.02,0.06,0.03,10.279693,0.003766,10.847471,0.00852,9.544106,0.00905,4.37365,2.18675,20.562,False,False,,0.21,0.0208,,,,,0.04,0.08,2127717037857711277
VarWISE J185300.25-030637.4,283.25105,-3.1104,cep,0.8677,50.711,0.88,0.851,160,10.187,9.104,6.76,5.14,14.45,13.08,12.08,0.02,0.02,0.02,0.04,0.04,0.04,0.03,18.863161,0.025203,21.040268,0.154146,17.341722,0.090788,18.4675,238.0,49.454,False,False,RSCVnV*,0.4902,0.2261,,,,,0.04,0.03,2127716870605649184
VarWISE J185341.79-040900.7,283.42414,-4.1502,cep,0.9995,34.764,0.786,0.779,252,9.578,8.635,6.17,4.78,12.88,11.92,11.3,0.02,0.02,0.02,0.03,0.04,0.05,0.03,16.26358,0.027545,18.070217,0.086319,14.928712,0.075891,12.49455,24.9975,13.449,False,False,Type2Cep,0.1586,0.0635,6.0676,4.0698,2.2484,4.9812517,0.04,0.03,2127716899630243262
VarWISE J185653.36-024304.0,284.22236,-2.7178,cep,0.9938,11.018,0.124,0.125,250,9.27,9.184,9.32,8.3,10.4,9.8,9.49,0.02,0.02,0.05,0.44,0.02,0.02,0.02,13.827851,0.008569,15.39703,0.025795,12.584459,0.031567,13.5238,14.6058,19.463,False,False,ClassicalCep,0.0287,0.0201,,,,,0.04,0.27,2127717033562744266
VarWISE J184137.44-050530.1,280.40604,-5.0917,cep,0.9986,9.769,0.142,0.149,187,9.736,9.515,7.51,1.77,12.47,10.99,10.27,0.03,0.03,0.05,0.02,0.02,0.02,0.02,18.765886,0.008002,21.708803,0.19443,17.090725,0.02304,2.38125,4.762725,14.856,False,False,,-0.172,0.3968,,,,,0.04,0.14,2128279343230517893
VarWISE J182432.65-043453.0,276.13605,-4.5814,cep,1.0,21.727,0.359,0.362,275,10.857,10.826,10.75,8.72,12.4,11.55,11.14,0.02,0.02,0.12,,0.02,0.03,0.02,16.755507,0.014228,18.981884,0.087548,15.370086,0.048856,5.2102,10.42005,49.66,False,False,Variable*,0.0473,0.0841,6.5396,4.3271,2.3974,5.971674,0.04,0.12,2128560101820100246
VarWISE J184357.20-040930.2,280.98834,-4.1584,cep,0.9986,20.646,0.229,0.32,198,8.16,7.851,8.96,6.29,13.05,10.31,8.97,0.02,0.02,,,0.03,0.02,0.03,19.319603,0.004773,21.608446,0.328609,17.73957,0.013037,20.211,30.31,39.565,False,False,,0.6337,0.3772,,,,,0.04,0.33,2129123865854369296
VarWISE J184939.80-020325.5,282.41585,-2.0571,cep,0.9978,20.971,0.268,0.277,245,8.56,8.274,10.59,5.6,13.64,10.81,9.39,0.02,0.02,,,0.03,0.02,0.02,,,,,,,14.4694,28.938,15.916,False,False,,,,,,,,0.04,0.06,2129405580342594555
VarWISE J184732.52-024132.9,281.88551,-2.6925,cep,0.855,14.815,0.194,0.214,221,9.36,9.186,9.34,6.66,12.4,10.88,10.11,0.02,0.02,0.27,0.17,0.03,0.03,0.02,18.421106,0.011099,21.074272,0.389365,16.720577,0.022571,4.976175,2.488075,29.611,False,False,,-0.12,0.2986,,,,,0.04,0.08,2129405491356247245
VarWISE J184545.41-015709.7,281.43924,-1.9527,cep,0.8826,10.376,0.133,0.13,248,8.944,8.629,8.98,7.03,12.76,10.71,9.64,0.02,0.02,,,0.02,0.02,0.03,20.089275,0.00814,21.380125,0.271724,18.780027,0.034566,3.728,1.864,20.615,False,False,,0.9363,0.8676,,,,,0.04,0.05,2129968366432946150
VarWISE J184359.43-012538.6,280.99766,-1.4274,cep,0.9794,10.311,0.113,0.155,261,8.409,8.422,7.56,6.54,11.11,9.61,8.92,0.02,0.02,0.03,0.08,0.03,0.02,0.02,16.429451,0.011162,20.52851,0.112614,14.7985,0.025512,476.0,230.0,15.114,False,False,Cepheid,0.1761,0.1248,9.9823,5.7922,3.5381,3.5032005,0.04,0.22,2129968292361532258
VarWISE J190626.69-033457.3,286.61121,-3.5826,cep,0.9967,7.615,0.164,0.206,211,12.954,12.973,12.19,8.65,13.78,13.26,13.03,0.03,0.03,,,0.02,0.03,0.03,15.901085,0.006904,16.754404,0.028571,15.009907,0.020007,0.99675,1.99345,15.87,False,False,RRLyrae,0.1155,0.0401,2.9997,2.4118,1.3293,4.3575096,0.04,0.12,2130250709127284626
VarWISE J191505.29-022201.1,288.77206,-2.367,cep,0.9956,11.01,0.219,0.228,193,12.267,12.256,11.83,8.6,13.07,12.56,12.48,0.02,0.03,0.38,0.46,0.03,0.03,0.04,14.798865,0.017079,15.362842,0.059469,14.014363,0.040279,1.5423,3.0846,31.889,False,False,Type2Cep,0.129,0.0311,1.7389,1.4003,0.7706,2.9227667,0.04,0.07,2130532546642843670
VarWISE J191625.76-002042.7,289.10737,-0.3452,cep,0.9999,10.799,0.265,0.353,255,12.862,12.876,12.11,8.79,13.24,12.94,12.82,0.03,0.04,,,0.02,0.04,0.04,15.029282,0.017392,15.571081,0.075586,14.302854,0.043272,2.0161,4.0323,25.533,False,False,ClassicalCep,0.0146,0.0323,,,,,0.04,0.11,2131939977780381980
VarWISE J190028.08+003655.7,285.117,0.6155,cep,0.9966,10.773,0.166,0.189,192,10.74,10.636,11.3,9.19,12.8,11.56,11.0,0.02,0.02,,,0.02,0.02,0.02,17.628052,0.008348,20.658232,0.080337,16.14035,0.024975,7.37565,14.74975,16.403,False,False,ClassicalCep,0.0955,0.1527,9.7882,6.131,3.543,7.4548893,0.04,0.25,2132783733232477077
VarWISE J184939.76-000003.2,282.41568,-0.0009,cep,0.9467,21.783,0.296,0.315,145,9.161,8.96,8.86,7.7,12.67,11.21,9.88,0.02,0.02,0.11,0.3,,0.07,0.03,,,,,,,30.815,61.655,29.318,False,False,,,,,,,,0.04,0.12,2133064755006258089
VarWISE J185439.57+014607.3,283.66491,1.7687,cep,0.9999,27.899,0.505,0.422,228,10.359,10.066,9.54,6.6,14.04,11.89,10.83,0.02,0.03,,,0.03,0.03,0.02,,,,,,,14.4228,43.265,18.539,False,False,,,,,,,,0.04,0.14,2133346439563933321
VarWISE J185439.59+014442.7,283.66499,1.7452,cep,0.965,13.77,0.16,0.2,246,8.847,8.548,8.33,5.99,13.4,10.87,9.62,0.02,0.02,0.16,0.33,0.02,0.02,0.02,,,,,,,10.62315,21.251,21.944,False,False,,,,,,,,0.04,0.07,2133346439580710772
VarWISE J185317.85+004304.0,283.3244,0.7178,cep,0.5817,17.68,0.361,0.354,215,10.894,10.506,10.67,7.6,15.23,12.86,11.62,0.04,0.04,,,0.04,0.02,0.03,,,,,,,5.79655,2.89835,17.63,False,False,,,,,,,,0.04,0.06,2133346382437523350
VarWISE J185817.34+015307.7,284.57227,1.8855,cep,0.9886,27.4,0.392,0.391,183,9.382,9.097,9.3,8.54,14.46,11.82,10.54,0.02,0.02,0.22,,0.04,0.02,0.02,,,,,,,32.215,39.085,53.425,False,False,,,,,,,,0.04,0.11,2133346591800390137
VarWISE J185706.77+015842.5,284.27823,1.9785,cep,0.9999,14.886,0.198,0.188,211,8.197,7.796,8.28,8.42,12.72,10.19,8.92,0.02,0.02,0.07,,0.02,0.02,0.02,20.749039,0.025385,,,18.887804,0.093844,10.97815,21.9545,24.376,False,False,,,,,,,,0.04,0.18,2133346542458596951
VarWISE J185736.65+021248.9,284.40271,2.2136,cep,0.9976,12.091,0.144,0.172,237,8.089,7.936,7.9,7.69,11.07,9.44,8.66,0.02,0.02,0.04,0.25,0.02,0.02,0.02,16.93053,0.01073,20.763058,0.13926,15.26485,0.031746,10.03935,20.079,12.905,False,False,ClassicalCep,0.256,0.1964,9.9998,5.9625,3.4985,4.926833,0.04,0.16,2134190988276360488
VarWISE J181639.65-020546.3,274.16523,-2.0962,cep,0.9888,6.825,0.158,0.18,271,12.806,12.748,12.48,8.98,13.9,13.2,12.97,0.02,0.03,,,0.03,0.03,0.03,16.893148,0.008785,18.264847,0.036103,15.738444,0.023372,1.8917,3.78335,18.114,False,False,RRLyrae,0.1119,0.0728,,,,,0.04,0.18,2135315170615758210
VarWISE J182923.83-010507.4,277.34933,-1.0854,cep,0.9959,7.077,0.222,0.442,271,13.67,13.781,12.15,9.12,14.71,13.99,13.64,0.03,0.04,,,0.04,0.04,0.04,18.132553,0.009076,19.79086,0.063912,16.896824,0.026246,1.014625,2.02925,15.82,False,False,Type2Cep,0.1637,0.14,,,,,0.04,0.29,2135878654772504070
VarWISE J182958.37+003752.6,277.49321,0.6313,cep,0.4315,10.902,0.154,0.126,261,10.777,10.627,10.68,8.58,12.13,11.22,10.89,0.02,0.02,0.1,,0.02,0.03,0.02,15.451045,0.013179,16.948141,0.049155,14.229761,0.032982,36.145,19.0175,13.24,False,False,RSCVnV*,2.2338,0.0363,4.2213,3.0041,1.6603,7.340025,0.04,0.1,2136441628868322039
VarWISE J182919.38+012426.6,277.33079,1.4074,cep,0.9974,14.195,0.254,0.245,289,11.709,11.63,11.4,9.14,13.69,12.47,12.02,0.02,0.02,0.21,,0.03,0.04,0.02,18.126957,0.007517,20.276598,0.146449,16.675776,0.031135,11.11885,11.8414,20.248,False,False,,0.136,0.1721,7.5779,4.9343,2.7732,8.40119,0.04,0.06,2136723076598826150
VarWISE J183220.88+013816.7,278.08701,1.638,cep,0.9797,6.977,0.177,0.233,267,13.171,13.167,11.77,8.48,14.69,13.84,13.54,0.03,0.04,0.28,,0.04,0.04,0.04,17.753586,0.016451,19.331364,0.093587,16.451231,0.070935,2.47515,4.950225,17.051,False,False,ClassicalCep,0.3112,0.1605,2.6747,1.7571,0.9993,8.986328,0.04,0.09,2136723203468131236
VarWISE J182010.03-001336.4,275.04183,-0.2268,cep,0.9541,8.93,0.113,0.117,258,10.188,10.157,10.1,8.25,10.48,10.34,10.24,0.02,0.02,0.08,,0.02,0.02,0.02,12.033058,0.003654,12.567373,0.007508,11.319687,0.008263,3.65845,1.829225,31.594,False,False,EclBin,0.1988,0.0139,3.3195,2.9749,1.6396,-0.27897167,0.04,0.46,2137285642521789564
VarWISE J182310.07+013019.0,275.79196,1.5053,cep,0.9713,36.535,0.58,0.831,296,8.61,7.866,3.13,1.04,10.11,9.49,9.19,0.02,0.02,0.01,0.01,0.02,0.02,0.02,13.312154,0.018847,14.762285,0.064153,12.1451,0.055293,71.515,345.0,45.483,False,False,ClassicalCep,0.1441,0.0204,5.0386,3.6645,2.0457,1.2571325,0.04,0.18,2138130193297801427
VarWISE J184258.97+015138.1,280.74572,1.8606,cep,0.9989,27.411,0.407,0.367,273,9.75,9.587,9.64,8.88,11.62,10.63,10.19,0.02,0.02,0.08,,0.02,0.02,0.02,15.335768,0.007274,17.650202,0.030431,13.959146,0.019583,11.70145,12.50045,19.023,False,False,ClassicalCep,0.1144,0.0435,8.0046,5.482,3.1553,4.0667915,0.04,0.13,2139256924314366706
VarWISE J184748.01+015429.8,281.95005,1.9083,cep,0.999,37.384,0.416,0.403,197,10.399,10.137,9.77,8.29,12.69,11.42,10.84,0.02,0.02,0.11,,0.02,0.02,0.02,17.750738,0.025872,20.63027,0.124316,16.229313,0.070987,776.0,87.235,45.189,True,False,Type2Cep,0.2211,0.1407,8.9974,5.6344,3.203,7.690359,0.04,0.38,2139538601339089173
VarWISE J185419.81+020119.5,283.58255,2.0221,cep,0.7759,19.814,0.271,0.357,198,9.953,9.324,8.98,6.24,18.45,14.53,11.97,0.02,0.02,0.19,0.11,,0.03,0.02,,,,,,,29.3185,58.655,33.649,False,False,,,,,,,,0.04,0.03,2139538875227139235
VarWISE J185343.81+022724.1,283.43258,2.4567,cep,0.426,17.4,0.275,0.252,164,10.314,10.022,9.62,7.78,14.89,12.31,11.1,0.03,0.03,0.15,,0.04,0.02,0.03,,,,,,,17.9665,35.915,21.394,False,False,,,,,,,,0.04,0.21,2139538850078088105
VarWISE J185522.55+023630.5,283.84398,2.6085,cep,0.9764,16.408,0.24,0.251,233,9.704,9.451,9.34,7.74,14.69,12.0,10.69,0.02,0.02,0.18,0.32,0.04,0.02,0.02,,,,,,,12.91805,25.836,23.019,False,False,,,,,,,,0.04,0.07,2140383344029685178
VarWISE J185525.51+033945.7,283.85633,3.6627,cep,0.9522,20.336,0.236,0.194,252,8.203,8.055,7.93,7.72,11.49,9.65,8.73,0.02,0.02,0.04,0.27,0.02,0.02,0.02,18.493578,0.014912,21.132996,0.19578,16.723192,0.042895,31.855,63.68,47.601,False,False,,0.4398,0.2207,9.8334,4.9336,3.8843,3.7961655,0.04,0.07,2140383346076494989
VarWISE J185846.27+035204.7,284.6928,3.868,cep,0.9929,16.514,0.194,0.242,218,8.859,8.453,8.78,8.22,14.04,11.15,9.71,0.02,0.02,0.05,0.32,0.03,0.02,0.02,,,,,,,17.0365,34.08,29.281,False,False,,,,,,,,0.04,0.05,2140383486434681992
VarWISE J185905.53+033952.1,284.77305,3.6645,cep,0.8772,9.175,0.141,0.16,198,10.072,9.395,9.71,8.06,18.02,13.38,11.2,0.03,0.02,,0.24,,0.03,0.02,,,,,,,9.397,17.8735,14.078,False,False,,,,,,,,0.04,0.1,2140383499890011259
VarWISE J190103.90+042405.0,285.26628,4.4014,cep,0.9869,17.536,0.222,0.251,225,9.527,9.061,9.11,6.54,16.19,12.62,10.77,0.02,0.02,,0.36,0.11,0.03,0.02,,,,,,,16.2775,32.545,32.328,False,False,,,,,,,,0.04,0.09,2140665057628721074
VarWISE J190157.43+055440.6,285.48932,5.9113,cep,0.9993,21.525,0.311,0.283,274,9.407,9.221,10.12,8.92,12.91,10.97,9.97,0.02,0.02,0.19,,0.03,0.03,0.02,20.09492,0.014097,21.406843,0.180161,18.377207,0.052441,15.619,31.23,36.904,False,False,,-0.0721,0.6576,,,,,0.04,0.13,2140665095041897655
VarWISE J185904.43+042323.6,284.76847,4.3899,cep,0.9978,12.71,0.165,0.218,241,8.758,8.417,9.06,8.4,13.54,10.92,9.59,0.02,0.02,0.14,,0.03,0.02,0.02,,,,,,,10.5941,21.1885,19.551,False,False,,,,,,,,0.04,0.34,2140664974111739941
VarWISE J182845.24+051408.8,277.18851,5.2358,cep,0.9998,19.753,0.273,0.306,275,10.906,10.89,10.94,9.03,11.75,11.36,11.2,0.02,0.02,0.12,,0.02,0.03,0.02,13.711094,0.016193,14.46438,0.063142,12.855537,0.042793,4.66465,9.3297,43.557,False,False,RVTauV*,0.1586,0.0192,1.0033,0.7684,0.4035,1.5273619,0.04,0.21,2142071077265534746
VarWISE J184601.75+052430.6,281.50731,5.4085,cep,0.9893,48.375,0.48,0.379,148,8.854,8.652,8.49,7.56,10.35,9.52,9.13,0.02,0.02,0.03,0.12,0.02,0.02,0.02,13.849198,0.019054,15.584371,0.082557,12.605759,0.050884,692.0,571.0,23.281,True,False,RVTauV*,0.1898,0.0176,4.025,2.7339,1.4544,1.8349009,0.04,0.15,2142634751810136155
